ds,VIC_ROOFTOP_SOLAR,VIC_SOLAR,VIC_WIND,VIC_HYDRO,VIC_BATTERY,VIC_GAS_OCGT,VIC_GAS_STEAM,VIC_BROWN_COAL,VIC_TEMP,y,VIC_NETINTERCHANGE,VIC_DEMAND
27/11/2019 13:30,1373.43,257.86,889.22,0.1,0,0.5,0,4127.5,21.73,29.57,-1072.97,5575.64
27/11/2019 14:00,1358.14,217.14,841.82,0.14,4.02,0.55,0,4094.69,22.2,36.73,-971.37,5545.13
27/11/2019 14:30,1330.23,188.7,840.03,0.16,1.65,0.54,0,4115.66,23.37,37.63,-897.9,5579.07
27/11/2019 15:00,1280.83,257.8,833.84,0.13,2.44,0.54,0,4134.12,23.08,46.61,-942.6,5567.1
27/11/2019 15:30,1200.14,257.35,830.06,0.17,6.74,0.56,0,4144.98,23.44,41.45,-897.32,5542.68
27/11/2019 16:00,1104.46,257.47,771.65,0.13,2.86,14.1,0,4163.37,23.95,40.39,-733.84,5580.2
27/11/2019 16:30,974.61,257.46,723.89,0.11,11.77,20.52,0,4203.23,24.3,49.13,-520.2,5671.39
27/11/2019 17:00,829.22,256.68,666.55,0.13,8.97,22.99,30.81,4215.77,24.04,62.83,-326.59,5704.53
27/11/2019 17:30,654.04,253.63,659.77,53.1,3.82,29.4,100.5,4216.62,23.63,61.21,-282.18,5688.7
27/11/2019 18:00,470.3,245.34,655.46,179.04,5.6,33.96,101.19,4219.53,22.39,65.18,-255.91,5654.51
27/11/2019 18:30,305.69,217.35,639,201.58,6.26,40.78,101.81,4219.81,20.75,65.34,-155.29,5576.99
27/11/2019 19:00,159.48,162.03,570.12,201.91,11.66,43.5,101.13,4224.06,19.17,73.23,-23.72,5450.17
27/11/2019 19:30,62.16,76.7,516.28,201.49,7.1,43.53,117.25,4220.67,18,85.99,96.51,5341.69
27/11/2019 20:00,13.41,12.2,431.9,200.89,1.47,33.88,101.75,4191.77,17.05,84.18,262.4,5249.67
27/11/2019 20:30,1.11,0.17,451.25,200.88,5.64,0.48,101.94,4168.4,16.66,82.55,298.65,5228.52
27/11/2019 21:00,0,0,384.26,201.27,4.5,0.6,102.81,4197.46,15.88,74.99,384.97,5275.87
27/11/2019 21:30,0,0,332.59,190.7,0,0.6,102.06,4190.73,15.1,72.63,318.18,5134.86
27/11/2019 22:00,0,0,356.93,127.64,0,0.6,102.31,4200.25,14.64,67.69,156.14,4943.87
27/11/2019 22:30,0,0,375.29,43.98,0,0.6,102.75,4205.89,14.32,57.45,88.11,4816.62
27/11/2019 23:00,0,0,350.02,32.7,0,0.6,68.81,4214.12,13.91,46.85,-33.35,4632.9
27/11/2019 23:30,0,0,339.9,0.14,0,0.59,0,4217.99,13.28,58.57,-20.58,4538.04
28/11/2019 0:00,0,0,261.36,0.13,0,0.6,0,4220.65,12.84,54.25,108.01,4590.75
28/11/2019 0:30,0,0,235.1,0.14,0,0.6,0,4218.84,12.53,68.92,319.43,4774.11
28/11/2019 1:00,0,0,263.63,0.13,0,0.6,0,4206.23,12.3,71.93,154.71,4625.3
28/11/2019 1:30,0,0,259.9,0.14,0,0.6,0,4210.91,11.97,69.2,27.11,4498.66
28/11/2019 2:00,0,0,249.99,0.1,0,0.6,0,4206.02,11.9,68.44,-54.93,4401.78
28/11/2019 2:30,0,0,289.3,0.15,0,0.6,0,4209.95,11.88,66.28,-187.29,4312.71
28/11/2019 3:00,0,0,413.07,0.12,0,0.6,0,4208.2,11.67,61.49,-436.94,4185.05
28/11/2019 3:30,0,0,496.32,0.12,0,0.6,0,4180.73,11.94,51.79,-568,4109.77
28/11/2019 4:00,0,0,538.7,0.11,0,0.6,0,4172.69,12.89,43.84,-652.75,4059.35
28/11/2019 4:30,0,0,539.02,0.15,0,0.6,0,4175.81,13.77,41.86,-620.52,4095.06
28/11/2019 5:00,0.04,0,472.79,0.15,0,0.6,0,4181.19,14.08,41.09,-456.75,4198.02
28/11/2019 5:30,1.97,0,414.69,0.14,0,0.6,0,4184.24,14.28,48.72,-252.69,4348.95
28/11/2019 6:00,21.91,0.28,394.24,11.76,0,0.59,0,4179.85,14.38,53.7,-40.85,4567.78
28/11/2019 6:30,83.12,16.18,294.63,44.4,0,0.6,0,4172.1,14.34,71.35,293.84,4904.87
28/11/2019 7:00,191.17,76.36,248.68,116.3,0,0.6,20.81,4164,14.63,92.71,438.17,5256.09
28/11/2019 7:30,342.75,131.38,181.85,188.51,0.33,0.6,98.56,4181.37,15.42,72.89,557.95,5683.3
28/11/2019 8:00,519.28,129.6,25.46,197.34,1.35,0.6,102.5,4184.77,16.3,79.45,609.24,5770.14
28/11/2019 8:30,706.03,130.74,22.51,185.16,1.86,0.6,102.56,4176.36,16.88,74.86,474.15,5799.97
28/11/2019 9:00,873.66,140.52,28.91,111.57,2.12,0.6,102.44,4177.06,16.85,73.95,390.16,5827.04
,,,,,,,,,,,,
